Rank,Title,Year,Rating,Run Time (min),Genre
555,The Philadelphia Story,1940,7.9,112,"Comedy, Romance"
556,Harvey,1950,7.9,104,"Comedy, Drama, Fantasy"
557,Short Term 12,2013,7.9,96,Drama
558,Amour,2012,7.9,127,Drama
559,The Adventures of Robin Hood,1938,7.9,102,"Action, Adventure, Romance"
560,Hable con ella,2002,7.9,112,"Drama, Mystery, Romance"
561,Il conformista,1970,7.9,113,Drama
562,Bin-jip,2004,7.9,88,"Crime, Drama, Romance"
563,In a Lonely Place,1950,7.9,94,"Drama, Film-Noir, Mystery"
564,Amarcord,1973,7.9,123,"Comedy, Drama"
565,Gegen die Wand,2004,7.9,121,"Drama, Romance"
566,My Name Is Khan,2010,7.9,165,"Adventure, Drama, Romance"
567,Laura,1944,7.9,88,"Drama, Film-Noir, Mystery"
568,Vozvrashchenie,2003,7.9,110,Drama
569,The Thin Man,1934,7.9,91,"Comedy, Crime, Mystery"
570,In Cold Blood,1967,7.9,134,"Biography, Crime, Drama"
571,Sacrifice,1986,7.9,149,Drama
572,Kal Ho Naa Ho,2003,7.9,186,"Comedy, Drama, Musical"
573,Kagemusha,1980,7.9,180,"Drama, History, War"
574,"4 luni, 3 saptamâni si 2 zile",2007,7.9,113,Drama
575,The Lost Weekend,1945,7.9,101,"Drama, Film-Noir"
576,Bronenosets Potemkin,1925,7.9,75,"Drama, History, Thriller"
577,Gully Boy,2019,7.9,154,"Drama, Music, Romance"
578,Nueve reinas,2000,7.9,114,"Crime, Drama, Thriller"
579,Miracle on 34th Street,1947,7.9,96,"Comedy, Drama, Family"
580,Ascenseur pour l'échafaud,1958,7.9,91,"Crime, Drama, Thriller"
581,Le cercle rouge,1970,7.9,140,"Crime, Drama, Thriller"
582,Jab We Met,2007,7.9,138,"Comedy, Drama, Romance"
583,Hiroshima mon amour,1959,7.9,90,"Drama, Romance"
584,Darbareye Elly,2009,7.9,119,"Drama, Mystery"
585,Hoje Eu Quero Voltar Sozinho,2014,7.9,96,"Drama, Romance"
586,Super 30,2019,7.9,154,"Biography, Drama"
587,The Big Heat,1953,7.9,89,"Crime, Film-Noir, Thriller"
588,Såsom i en spegel,1961,7.9,90,Drama
589,No Man's Land(I),I 2001,7.9,98,"Comedy, Drama, War"
590,C.R.A.Z.Y.,2005,7.9,129,"Comedy, Drama"
591,La Belle et la Bête,1946,7.9,96,"Drama, Fantasy, Romance"
592,Sullivan's Travels,1941,7.9,90,"Adventure, Comedy, Drama"
593,La règle du jeu,1939,7.9,110,"Comedy, Drama"
594,Dev.D,2009,7.9,144,"Comedy, Drama, Romance"
595,Baby(I),I 2015,7.9,159,"Action, Crime, Thriller"
596,M.S. Dhoni: The Untold Story,2016,7.9,184,"Biography, Drama, Sport"
597,Airlift,2016,7.9,130,"Action, Drama, History"
598,Padman,2018,7.9,140,"Comedy, Drama"
599,Badhaai ho,2018,7.9,124,"Comedy, Drama"
600,The Batman,2022,7.8,176,"Action, Crime, Drama"
601,Im Westen nichts Neues,2022,7.8,148,"Action, Drama, War"
602,The Gentlemen,2019,7.8,113,"Action, Comedy, Crime"
603,RRR (Rise Roar Revolt),2022,7.8,187,"Action, Drama"
604,Tombstone,1993,7.8,130,"Biography, Drama, History"
605,My Fair Lady,1964,7.8,170,"Drama, Family, Musical"
606,Pride & Prejudice,2005,7.8,129,"Drama, Romance"
607,The Notebook,2004,7.8,123,"Drama, Romance"
608,The Breakfast Club,1985,7.8,97,"Comedy, Drama"
609,Little Women,2019,7.8,135,"Drama, Romance"
610,The Fugitive,1993,7.8,130,"Action, Crime, Drama"
611,Rogue One,2016,7.8,133,"Action, Adventure, Sci-Fi"
612,Call Me by Your Name,2017,7.8,132,"Drama, Romance"
613,Drive(I),I 2011,7.8,100,"Action, Drama"
614,Ferris Bueller's Day Off,1986,7.8,103,Comedy
615,The Hobbit: An Unexpected Journey,2012,7.8,169,"Adventure, Fantasy"
616,The Irishman,2019,7.8,209,"Biography, Crime, Drama"
617,Star Wars: Episode VII - The Force Awakens,2015,7.8,138,"Action, Adventure, Sci-Fi"
618,The Big Short,2015,7.8,130,"Biography, Comedy, Drama"
619,The Social Network,2010,7.8,120,"Biography, Drama"
620,Dunkirk,2017,7.8,106,"Action, Drama, History"
621,Atonement,2007,7.8,123,"Drama, Mystery, Romance"
622,Nightcrawler,2014,7.8,117,"Crime, Drama, Thriller"
623,Apocalypto,2006,7.8,139,"Action, Adventure, Drama"
624,The Hateful Eight,2015,7.8,168,"Crime, Drama, Mystery"
625,Verdens verste menneske,2021,7.8,128,"Comedy, Drama, Romance"
626,About Time(I),I 2013,7.8,123,"Comedy, Drama, Fantasy"
627,Hidden Figures,2016,7.8,127,"Biography, Drama, History"
628,The Sandlot,1993,7.8,101,"Comedy, Drama, Family"
629,The Girl with the Dragon Tattoo,2011,7.8,158,"Crime, Drama, Mystery"
630,Little Miss Sunshine,2006,7.8,101,"Comedy, Drama"
631,Ghostbusters,1984,7.8,105,"Action, Comedy, Fantasy"
632,Hot Fuzz,2007,7.8,121,"Action, Comedy, Mystery"
633,Predator,1987,7.8,107,"Action, Adventure, Horror"
634,Willy Wonka & the Chocolate Factory,1971,7.8,100,"Family, Fantasy, Musical"
635,Cast Away,2000,7.8,143,"Adventure, Drama, Romance"
636,Remember the Titans,2000,7.8,113,"Biography, Drama, Sport"
637,La montaña sagrada,1973,7.8,114,"Adventure, Drama, Fantasy"
638,Captain America: Civil War,2016,7.8,147,"Action, Sci-Fi"
639,The Hobbit: The Desolation of Smaug,2013,7.8,161,Fantasy
640,The Curious Case of Benjamin Button,2008,7.8,166,"Drama, Fantasy, Romance"
641,Taken(I),I 2008,7.8,90,"Action, Crime, Thriller"
642,Manchester by the Sea,2016,7.8,137,Drama
643,American Gangster,2007,7.8,157,"Biography, Crime, Drama"
644,Back to the Future Part II,1989,7.8,108,"Adventure, Comedy, Sci-Fi"
645,Misery,1990,7.8,107,"Drama, Thriller"
646,The Last Samurai,2003,7.8,154,"Action, Drama"
647,The Untouchables,1987,7.8,119,"Crime, Drama, Thriller"
648,Skyfall,2012,7.8,143,"Action, Adventure, Thriller"
649,Boyz n the Hood,1991,7.8,112,"Crime, Drama"
650,A Bronx Tale,1993,7.8,121,"Crime, Drama"
651,Moonrise Kingdom,2012,7.8,94,"Comedy, Drama, Family"
652,Captain Fantastic,2016,7.8,118,"Comedy, Drama"
653,Captain America: The Winter Soldier,2014,7.8,136,"Action, Adventure, Sci-Fi"
654,Mary Poppins,1964,7.8,139,"Comedy, Family, Fantasy"
655,Ang-ma-reul bo-at-da,2010,7.8,144,"Action, Crime, Drama"
656,Midnight Cowboy,1969,7.8,113,Drama
657,To Have and Have Not,1944,7.8,100,"Adventure, Comedy, Film-Noir"
658,Thirteen Lives,2022,7.8,147,"Action, Adventure, Biography"
659,Awakenings,1990,7.8,121,"Biography, Drama"
660,Serenity,2005,7.8,119,"Action, Adventure, Sci-Fi"
661,Paddington 2,2017,7.8,103,"Adventure, Comedy, Family"
662,Big Hero 6,2014,7.8,102,"Animation, Action, Adventure"
663,Isle of Dogs,2018,7.8,101,"Animation, Adventure, Comedy"
664,How to Train Your Dragon 2,2014,7.8,102,"Animation, Action, Adventure"
665,Gattaca,1997,7.8,106,"Drama, Sci-Fi, Thriller"
666,The Outlaw Josey Wales,1976,7.8,135,Western
667,Walk the Line,2005,7.8,136,"Biography, Drama, Music"
668,Straight Outta Compton,2015,7.8,147,"Biography, Drama, History"
669,The Fighter(I),I 2010,7.8,116,"Action, Biography, Drama"
670,Moon,2009,7.8,97,"Drama, Mystery, Sci-Fi"
671,Captain Phillips,2013,7.8,134,"Action, Biography, Crime"
672,The Remains of the Day,1993,7.8,134,"Drama, Romance"
673,The Fall(I),I 2006,7.8,117,"Adventure, Drama, Fantasy"
674,Män som hatar kvinnor,2009,7.8,152,"Crime, Drama, Mystery"
675,Glory,1989,7.8,122,"Biography, Drama, History"
676,Dawn of the Dead,1978,7.8,127,"Horror, Thriller"
677,The Conversation,1974,7.8,113,"Drama, Mystery, Thriller"
678,Majo no takkyûbin,1989,7.8,103,"Animation, Family, Fantasy"
679,Cabaret,1972,7.8,124,"Drama, Music, Musical"
680,Hunt for the Wilderpeople,2016,7.8,101,"Adventure, Comedy, Drama"
681,Changeling,2008,7.8,141,"Biography, Crime, Drama"
682,The King of Comedy,1982,7.8,109,"Comedy, Crime, Drama"
683,The Insider,1999,7.8,157,"Biography, Drama, Thriller"
684,Mississippi Burning,1988,7.8,128,"Crime, Drama, Mystery"
685,Night of the Living Dead,1968,7.8,96,"Horror, Thriller"
686,La migliore offerta,2013,7.8,131,"Crime, Drama, Mystery"
687,October Sky,1999,7.8,108,"Biography, Drama, Family"
688,The Right Stuff,1983,7.8,193,"Adventure, Biography, Drama"
689,Once(I),I 2007,7.8,86,"Drama, Music, Romance"
690,Ed Wood,1994,7.8,127,"Biography, Comedy, Drama"
691,Gaslight,1944,7.8,114,"Crime, Drama, Mystery"
692,Kramer vs. Kramer,1979,7.8,105,Drama
693,The Killing Fields,1984,7.8,141,"Biography, Drama, History"
694,Freaks,1932,7.8,64,"Drama, Horror"
695,East of Eden,1955,7.8,118,Drama
696,Loving Vincent,2017,7.8,94,"Animation, Drama, Mystery"
697,Breaking the Waves,1996,7.8,159,Drama
698,Madeo,2009,7.8,129,"Crime, Drama, Mystery"
699,All That Jazz,1979,7.8,123,"Drama, Music, Musical"
700,Manhattan,1979,7.8,96,"Comedy, Drama, Romance"
701,My Left Foot: The Story of Christy Brown,1989,7.8,103,"Biography, Drama"
702,Pride(I),I 2014,7.8,119,"Biography, Comedy, Drama"
703,The Day the Earth Stood Still,1951,7.8,92,"Drama, Sci-Fi"
704,Frankenstein,1931,7.8,70,"Drama, Horror, Sci-Fi"
705,Chugyeokja,2008,7.8,125,"Action, Crime, Drama"
706,Days of Heaven,1978,7.8,94,"Drama, Romance"
